data_year,utility_number,utility_name,state,county_eia,county_fips,census_county_name,match_status,metric_label,transform_version,grain_note
2024,195,Alabama Power Co,AL,Conecuh,01035,Conecuh County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Coosa,01037,Coosa County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Covington,01039,Covington County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Crenshaw,01041,Crenshaw County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Cullman,01043,Cullman County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Dale,01045,Dale County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Dallas,01047,Dallas County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Elmore,01051,Elmore County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Escambia,01053,Escambia County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Etowah,01055,Etowah County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Fayette,01057,Fayette County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Franklin,01059,Franklin County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Geneva,01061,Geneva County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Greene,01063,Greene County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Hale,01065,Hale County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Henry,01067,Henry County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Houston,01069,Houston County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Jefferson,01073,Jefferson County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Lamar,01075,Lamar County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Lawrence,01079,Lawrence County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Lee,01081,Lee County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Lowndes,01085,Lowndes County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Macon,01087,Macon County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Marengo,01091,Marengo County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Marion,01093,Marion County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Marshall,01095,Marshall County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Mobile,01097,Mobile County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Monroe,01099,Monroe County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Montgomery,01101,Montgomery County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Perry,01105,Perry County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Pickens,01107,Pickens County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Randolph,01111,Randolph County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Russell,01113,Russell County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Shelby,01117,Shelby County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,St Clair,01115,St. Clair County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Sumter,01119,Sumter County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Talladega,01121,Talladega County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Tallapoosa,01123,Tallapoosa County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Tuscaloosa,01125,Tuscaloosa County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Walker,01127,Walker County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Washington,01129,Washington County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Wilcox,01131,Wilcox County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,195,Alabama Power Co,AL,Winston,01133,Winston County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,198,City of Alton,IA,Sioux,19167,Sioux County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,201,City of Alachua - (FL),FL,Alachua,12001,Alachua County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,202,Town of Black Creek - (NC),NC,Wilson,37195,Wilson County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,207,Alameda Municipal Power,CA,Alameda,06001,Alameda County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,213,Alaska Electric Light & Power Co.,AK,Juneau,02110,Juneau City and Borough,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,219,Alaska Power and Telephone Co,AK,Haines,02100,Haines Borough,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,219,Alaska Power and Telephone Co,AK,Prince of Wales Ketchikan,02198,Prince of Wales-Hyder Census Area,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,219,Alaska Power and Telephone Co,AK,Skagway Hoonah Angoon,,,unmatched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,219,Alaska Power and Telephone Co,AK,Yukon Koyukuk,02290,Yukon-Koyukuk Census Area,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,221,"Alaska Village Elec Coop, Inc",AK,Bethel,02050,Bethel Census Area,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,221,"Alaska Village Elec Coop, Inc",AK,Dillingham,02070,Dillingham Census Area,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,221,"Alaska Village Elec Coop, Inc",AK,Kodiak Island,02150,Kodiak Island Borough,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,221,"Alaska Village Elec Coop, Inc",AK,Kusilvak,02158,Kusilvak Census Area,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,221,"Alaska Village Elec Coop, Inc",AK,Nome,02180,Nome Census Area,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,221,"Alaska Village Elec Coop, Inc",AK,Northwest Arctic,02188,Northwest Arctic Borough,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,221,"Alaska Village Elec Coop, Inc",AK,Yakutat,02282,Yakutat City and Borough,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,221,"Alaska Village Elec Coop, Inc",AK,Yukon Koyukuk,02290,Yukon-Koyukuk Census Area,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,228,City of Albany - (MO),MO,Gentry,29075,Gentry County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,229,City of Albany - (IL),IL,Whiteside,17195,Whiteside County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,230,Albany Utility Board,GA,Dougherty,13095,Dougherty County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,230,Albany Utility Board,GA,Lee,13177,Lee County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,232,City of Albemarle - (NC),NC,Stanly,37167,Stanly County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,240,Albemarle Electric Member Corp,NC,Camden,37029,Camden County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,240,Albemarle Electric Member Corp,NC,Chowan,37041,Chowan County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,240,Albemarle Electric Member Corp,NC,Currituck,37053,Currituck County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,240,Albemarle Electric Member Corp,NC,Pasquotank,37139,Pasquotank County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,240,Albemarle Electric Member Corp,NC,Perquimans,37143,Perquimans County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,241,Albertville Municipal Utilities Board,AL,Marshall,01095,Marshall County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,244,City of Albion - (ID),ID,Cassia,16031,Cassia County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,261,AGC Division of APGI Inc,IN,Warrick,18173,Warrick County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,266,City of Alpha - (MN),MN,Jackson,27063,Jackson County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,276,Alcorn County Elec Power Assn,MS,Alcorn,28003,Alcorn County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,282,Village of Arcadia - (OH),OH,Hancock,39063,Hancock County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,289,City of Alexander City,AL,Tallapoosa,01123,Tallapoosa County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,295,City of Alexandria - (MN),MN,Douglas,27041,Douglas County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,296,"Alfalfa Electric Coop, Inc",KS,Barber,20007,Barber County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,296,"Alfalfa Electric Coop, Inc",KS,Harper,20077,Harper County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,296,"Alfalfa Electric Coop, Inc",OK,Alfalfa,40003,Alfalfa County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,296,"Alfalfa Electric Coop, Inc",OK,Garfield,40047,Garfield County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,296,"Alfalfa Electric Coop, Inc",OK,Grant,40053,Grant County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,296,"Alfalfa Electric Coop, Inc",OK,Major,40093,Major County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,296,"Alfalfa Electric Coop, Inc",OK,Woods,40151,Woods County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,298,City of Alexandria - (LA),LA,Rapides,22079,Rapides Parish,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,305,Alger-Delta Coop Electric Assn,MI,Alger,26003,Alger County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,305,Alger-Delta Coop Electric Assn,MI,Delta,26041,Delta County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,305,Alger-Delta Coop Electric Assn,MI,Dickinson,26043,Dickinson County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,305,Alger-Delta Coop Electric Assn,MI,Marquette,26103,Marquette County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,305,Alger-Delta Coop Electric Assn,MI,Menominee,26109,Menominee County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,305,Alger-Delta Coop Electric Assn,MI,Schoolcraft,26153,Schoolcraft County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,307,Algoma Utility Comm,WI,Kewaunee,55061,Kewaunee County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,308,City of Acworth - (GA),GA,Bartow,13015,Bartow County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,308,City of Acworth - (GA),GA,Cobb,13067,Cobb County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,309,City of Algona - (IA),IA,Kossuth,19109,Kossuth County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,329,"Allamakee-Clayton El Coop, Inc",IA,Allamakee,19005,Allamakee County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,329,"Allamakee-Clayton El Coop, Inc",IA,Bremer,19017,Bremer County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
