filing_uuid,filing_year,filing_period,filing_type,filing_type_display,dt_posted,event_month,state,county_fips,client_id,client_name,client_description,registrant_id,registrant_name,income,expenses,issue_codes,n_activities,keyword_hits,matched_seed,source_url,filter_version
28f98555-6869-46f8-8c2c-228c1dda47d9,2023,first_quarter,Q1,1st Quarter - Report,2023-04-19T15:39:08-04:00,2023-04,DC,,169807,DUKE ENERGY CORPORATION,Electric power holding company.,76992,"CGCN GROUP, LLC",60000.00,,ENV|FUE|TAX,3,electric_utility|power_utility,Duke Energy,https://lda.gov/filings/public/filing/28f98555-6869-46f8-8c2c-228c1dda47d9/print/,lda_rules_v0
8c9be321-55c6-4c9e-a729-f5cb88017c94,2023,first_quarter,1AY,1st Quarter - Amendment (No Activity),2023-04-19T16:12:25-04:00,2023-04,NY,,111677,GLOBALFOUNDRIES U.S. INC.,"Full-service semiconductor design, development, fabrication and innovation company.",8316,CARMEN GROUP INCORPORATED,25000.00,,,0,semiconductor|chipmaker,GlobalFoundries,https://lda.gov/filings/public/filing/8c9be321-55c6-4c9e-a729-f5cb88017c94/print/,lda_rules_v0
1cc6b45a-dd06-4f29-97f0-6817b0073099,2023,first_quarter,Q1Y,1st Quarter - Report (No Activity),2023-04-19T17:13:49-04:00,2023-04,OR,,205946,LATTICE SEMICONDUCTOR,Manufacturer of high-performance programmable logic devices.,401105692,CLARK STREET ASSOCIATES,50000.00,,,0,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/1cc6b45a-dd06-4f29-97f0-6817b0073099/print/,lda_rules_v0
c6a678f9-0341-4965-a5f4-4451c8c6db09,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T02:36:03-04:00,2023-04,FL,,201180,"NEXTERA ENERGY, INC./FLORIDA POWER AND LIGHT COMPANY",Electric Utility,401104288,BALLARD PARTNERS,30000.00,,ENG,1,electric_utility|power_utility,NextEra Energy,https://lda.gov/filings/public/filing/c6a678f9-0341-4965-a5f4-4451c8c6db09/print/,lda_rules_v0
58d1ab3f-fb7b-460f-a05b-727a381407ff,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T06:56:27-04:00,2023-04,ID,,50794,"MICRON TECHNOLOGY, INC.",High-Tech Manufacturing,400531586,"CROSSROADS STRATEGIES, LLC",60000.00,,MAN|SCI,2,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/58d1ab3f-fb7b-460f-a05b-727a381407ff/print/,lda_rules_v0
a0490402-5ee7-4a2a-b4d3-b81a847c4a76,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T09:28:30-04:00,2023-04,DC,,184211,SEMICONDUCTORS INDUSTRY ASSOCIATION,Semiconductor industry trade association,313271,"AVOQ, LLC",50000.00,,BUD|MAN|SCI,3,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/a0490402-5ee7-4a2a-b4d3-b81a847c4a76/print/,lda_rules_v0
c46f2e11-a578-45a4-a023-1ef79faaa1db,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T09:59:14-04:00,2023-04,CA,,54658,EQUINIX,Equinix is a global digital infrastructure company.,308775,MONUMENT ADVOCACY,60000.00,,GOV|HOU|SCI,3,data_center_operator,Equinix,https://lda.gov/filings/public/filing/c46f2e11-a578-45a4-a023-1ef79faaa1db/print/,lda_rules_v0
aa4c1174-e2d8-4c14-addd-2114e4de1a09,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T10:25:41-04:00,2023-04,DC,,198950,DUKE ENERGY BUSINESS SERVICES LLC,electric utility company,401103475,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",50000.00,,BUD|ENG|HOM|TAX|TRA,5,electric_utility|power_utility,Duke Energy,https://lda.gov/filings/public/filing/aa4c1174-e2d8-4c14-addd-2114e4de1a09/print/,lda_rules_v0
9adac191-decb-4b4b-9356-7dc65924af16,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T10:29:28-04:00,2023-04,DC,,179121,EDISON ELECTRIC INSTITUTE,Electric utility issues.,295053,"GRAY GLOBAL ADVISORS, LLC",40000.00,,ENG|FIN,2,electric_utility|power_utility,Edison Electric,https://lda.gov/filings/public/filing/9adac191-decb-4b4b-9356-7dc65924af16/print/,lda_rules_v0
a4037f4a-39d6-4cd7-8e2c-8b106bacc32a,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T10:31:24-04:00,2023-04,MI,,203724,"HEMLOCK SEMICONDUCTOR OPERATIONS, LLC",,401105452,"HEMLOCK SEMICONDUCTOR OPERATIONS, LLC",,270000.00,TAX,1,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/a4037f4a-39d6-4cd7-8e2c-8b106bacc32a/print/,lda_rules_v0
3dfa9ab6-21ce-4020-8fab-14e23ee9aa6d,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T10:31:46-04:00,2023-04,ID,,55341,"MICRON TECHNOLOGY, INC.",Semiconductor memory and storage innovation,401104428,"GUIDEPOSTSTRATEGIES, LLC",25000.00,,BUD,1,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/3dfa9ab6-21ce-4020-8fab-14e23ee9aa6d/print/,lda_rules_v0
1d95a2db-1306-4cd3-a237-8aeba449d2a0,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T12:08:02-04:00,2023-04,DC,,200405,SOUTHERN COMPANY,&#226;€‹Energy company,401103938,FARRAGUT PARTNERS LLP,50000.00,,ENG|ENV|TRA|UTI,4,power_utility,Southern Company,https://lda.gov/filings/public/filing/1d95a2db-1306-4cd3-a237-8aeba449d2a0/print/,lda_rules_v0
1ed9acf7-6166-4a0c-a41d-da7c1657d3ac,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T12:40:03-04:00,2023-04,ID,,212617,"MICRON TECHNOLOGY, INC.",Semiconductor memory and storage innovation.,682,AKIN GUMP STRAUSS HAUER & FELD,70000.00,,TAX,1,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/1ed9acf7-6166-4a0c-a41d-da7c1657d3ac/print/,lda_rules_v0
b4e6d5f4-cb52-47da-b140-454a9c6c69c8,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T13:16:08-04:00,2023-04,NY,,210558,GLOBALFOUNDRIES U.S. INC.,"&#226;€‹Full-service semiconductor design, development, fabrication and innovation company.",24123,MAYER BROWN LLP,80000.00,,GOV|MAN,2,semiconductor|chipmaker,GlobalFoundries,https://lda.gov/filings/public/filing/b4e6d5f4-cb52-47da-b140-454a9c6c69c8/print/,lda_rules_v0
9149890f-df6f-444b-9dcd-1067cf5445c2,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T13:27:21-04:00,2023-04,DC,,100814,NEXTERA ENERGY INC,,682,AKIN GUMP STRAUSS HAUER & FELD,40000.00,,TAX|TRD,2,electric_utility|power_utility,NextEra Energy,https://lda.gov/filings/public/filing/9149890f-df6f-444b-9dcd-1067cf5445c2/print/,lda_rules_v0
98222653-034c-467d-be45-b14952515f18,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T13:46:05-04:00,2023-04,DC,,213098,COALITION OF SEMICONDUCTOR EQUIPMENT MANUFACTURERS,Production of semiconductor manufacturing and process control equipment.,682,AKIN GUMP STRAUSS HAUER & FELD,50000.00,,TRD,1,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/98222653-034c-467d-be45-b14952515f18/print/,lda_rules_v0
c81a3cea-932b-4e7f-a5e2-8895af7762fb,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T13:50:57-04:00,2023-04,DC,,201362,SOUTHERN COMPANY,electric utility company,401104313,"MILLER STRATEGIES, LLC",60000.00,,ENG,1,electric_utility|power_utility,Southern Company,https://lda.gov/filings/public/filing/c81a3cea-932b-4e7f-a5e2-8895af7762fb/print/,lda_rules_v0
d03c5fe7-e636-4a62-b325-da91be6932f7,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T13:51:56-04:00,2023-04,MN,,53986,TRUSTED SEMICONDUCTOR SOLUTIONS,Design and manufacturing of microelectronics,10800,"INNOVATIVE FEDERAL STRATEGIES, LLC",30000.00,,BUD|DEF,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/d03c5fe7-e636-4a62-b325-da91be6932f7/print/,lda_rules_v0
71652856-c8df-43b7-9835-d2c9b313dd62,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T13:53:40-04:00,2023-04,DC,,195215,DUKE ENERGY CORPORATION,Electric power holding company.,400774330,S-3 GROUP,60000.00,,BUD|ENG|FUE|HOM|UTI,5,electric_utility|power_utility,Duke Energy,https://lda.gov/filings/public/filing/71652856-c8df-43b7-9835-d2c9b313dd62/print/,lda_rules_v0
e691b5f9-c1fd-46b1-9425-8dabc9cfac96,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T14:36:44-04:00,2023-04,ID,,51004,"MICRON TECHNOLOGY, INC.",Provider of memory and storage systems for a broad range of applications,400774330,S-3 GROUP,60000.00,,BUD|CPI|MAN|TAX,4,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/e691b5f9-c1fd-46b1-9425-8dabc9cfac96/print/,lda_rules_v0
1142e199-fd15-4d23-9d74-9ea5b984071c,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T15:36:21-04:00,2023-04,NY,,206638,GLOBALFOUNDRIES U.S. INC.,,401105733,GLOBALFOUNDRIES U.S. INC.,,940000.00,BUD|DEF|MAN|TAX|TRD,5,semiconductor|chipmaker,GlobalFoundries,https://lda.gov/filings/public/filing/1142e199-fd15-4d23-9d74-9ea5b984071c/print/,lda_rules_v0
89611301-3f56-4ce2-8c6e-36f61807d626,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T16:15:45-04:00,2023-04,DC,,153538,DOMINION ENERGY INC,,45004,"DOMINION ENERGY, INC.",,1190000.00,BUD|DEF|ENG|TAX|TEC|TRA,6,electric_utility|power_utility,Dominion Energy,https://lda.gov/filings/public/filing/89611301-3f56-4ce2-8c6e-36f61807d626/print/,lda_rules_v0
35ef722a-05f2-4e11-b95b-050556c76273,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T16:26:53-04:00,2023-04,CA,,52290,"SAMSUNG SEMICONDUCTOR, INC.",Technology: creating superior products and services,12675,THE DUBERSTEIN GROUP INC.,60000.00,,MAN,1,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/35ef722a-05f2-4e11-b95b-050556c76273/print/,lda_rules_v0
b5bc0ba9-fdaf-4846-8a85-fec40416e57f,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T17:08:58-04:00,2023-04,TX,,178695,"ADVANCED MICRO DEVICES, INC.",,294030,"ADVANCED MICRO DEVICES, INC.",,560000.00,SCI|TAX|TRD,3,semiconductor,Advanced Micro Devices,https://lda.gov/filings/public/filing/b5bc0ba9-fdaf-4846-8a85-fec40416e57f/print/,lda_rules_v0
f8fc546e-b0cd-4617-b32b-aa30466a0f0d,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T19:45:58-04:00,2023-04,DC,,205045,EDISON ELECTRIC INSTITUTE,General business - investor owned electric utilities,400547641,"MISSY EDWARDS STRATEGIES, LLC",30000.00,,BUD|DEF|ENG|ENV|HOM|TAX|TEC|TRA,8,electric_utility|power_utility,Edison Electric,https://lda.gov/filings/public/filing/f8fc546e-b0cd-4617-b32b-aa30466a0f0d/print/,lda_rules_v0
83a96a41-c517-4cbf-ba23-c664c79b04f8,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T20:10:22-04:00,2023-04,GA,,202999,"SOUTHERN COMPANY SERVICES, INC.",Energy Company,401104982,"AQUIA GROUP, LLC",30000.00,,ENG|UTI,2,electric_utility|power_utility,Southern Company,https://lda.gov/filings/public/filing/83a96a41-c517-4cbf-ba23-c664c79b04f8/print/,lda_rules_v0
934998bb-d85d-424b-a80f-970a86238737,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T20:32:31-04:00,2023-04,CA,,52196,"SAMSUNG SEMICONDUCTOR, INC.",Semiconductor technology,75557,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",80000.00,,BUD|EDU|MAN|TRD,4,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/934998bb-d85d-424b-a80f-970a86238737/print/,lda_rules_v0
d336367a-b4c0-4ef7-98a4-71f4cd844d76,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T21:18:12-04:00,2023-04,CA,,54558,"ANTHROPIC, PBC",AI safety and research company,401104982,"AQUIA GROUP, LLC",50000.00,,DEF|SCI,2,artificial_intelligence|anthropic|ai_word,Anthropic,https://lda.gov/filings/public/filing/d336367a-b4c0-4ef7-98a4-71f4cd844d76/print/,lda_rules_v0
977ea5cd-d81d-4ad9-9ab8-b49fc49fedba,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T21:48:33-04:00,2023-04,CA,,52319,"SAMSUNG SEMICONDUCTOR, INC.",Semiconductor technology,76992,"CGCN GROUP, LLC",45000.00,,BUD|EDU|MAN|TRD,4,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/977ea5cd-d81d-4ad9-9ab8-b49fc49fedba/print/,lda_rules_v0
6e12a1cc-bb36-4051-a71f-4a517d3a1bdf,2023,first_quarter,Q1,1st Quarter - Report,2023-04-20T22:25:39-04:00,2023-04,ID,,132777,"MICRON TECHNOLOGY, INC.",,25192,"MICRON TECHNOLOGY, INC.",,1050000.00,BUD|CPI|ENV|SCI|TAX,5,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/6e12a1cc-bb36-4051-a71f-4a517d3a1bdf/print/,lda_rules_v0
4f8c7235-f8ec-4ec0-9cad-7422e81c46d7,2023,first_quarter,Q1,1st Quarter - Report,2023-04-21T07:29:19-04:00,2023-04,DC,,203313,EDISON ELECTRIC INSTITUTE,Trade Association,401105158,TOWER 19,30000.00,,BUD|ENG|TAX|TEC,4,electric_utility|power_utility,Edison Electric,https://lda.gov/filings/public/filing/4f8c7235-f8ec-4ec0-9cad-7422e81c46d7/print/,lda_rules_v0
45802b60-d686-4196-8cff-68ea6952dc47,2023,first_quarter,Q1,1st Quarter - Report,2023-04-21T07:30:34-04:00,2023-04,GA,,203314,"SOUTHERN COMPANY SERVICES, INC",Energy Company,401105158,TOWER 19,20000.00,,ENG,1,electric_utility|power_utility,Southern Company,https://lda.gov/filings/public/filing/45802b60-d686-4196-8cff-68ea6952dc47/print/,lda_rules_v0
5db34ca2-7ffb-415d-8052-f58363d4dc50,2023,first_quarter,Q1,1st Quarter - Report,2023-04-21T07:48:55-04:00,2023-04,VA,,54583,"AQUIA GROUP ON BEHALF OF ANTHROPIC, PBC",Government affairs and consulting firm on behalf of AI Safety and Research Firm,401105158,TOWER 19,20000.00,,SCI,1,artificial_intelligence|anthropic|ai_word,Anthropic,https://lda.gov/filings/public/filing/5db34ca2-7ffb-415d-8052-f58363d4dc50/print/,lda_rules_v0
4c46bc67-02fc-4d5d-a027-d7d2bc144b40,2023,second_quarter,RR,Registration,2023-05-26T15:39:46-04:00,2023-05,IL,,55890,"NHANCED SEMICONDUCTORS, INC.",Semiconductor manufacturing,18466,HOLLAND & KNIGHT LLP,,,DEF|SCI,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/4c46bc67-02fc-4d5d-a027-d7d2bc144b40/print/,lda_rules_v0
f21d9abb-682e-4bb0-803b-de7252165e4f,2023,second_quarter,RR,Registration,2023-06-06T15:38:01-04:00,2023-06,DC,,56001,CLARK STREET ASSOCIATES ON BEHALF OF LATTICE SEMICONDUCTOR,Consulting Firm,18466,HOLLAND & KNIGHT LLP,,,BUD|SCI,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/f21d9abb-682e-4bb0-803b-de7252165e4f/print/,lda_rules_v0
17daff3f-82c2-4864-8b30-cf4261463b78,2023,second_quarter,RR,Registration,2023-06-08T10:35:02-04:00,2023-06,OH,,56027,AMERICAN ELECTRIC POWER SERVICE CORPORATION,An electric utility company in the U.S.,65191,VENN STRATEGIES,,,ENG|ENV|UTI,3,electric_utility|power_utility,American Electric Power,https://lda.gov/filings/public/filing/17daff3f-82c2-4864-8b30-cf4261463b78/print/,lda_rules_v0
fba76e89-5258-4b15-b62a-1c6f2fe6b3b9,2023,second_quarter,RR,Registration,2023-06-26T15:31:30-04:00,2023-06,TX,,56169,"ADVANCED MICRO DEVICES, INC.",Semiconductor Company,284950,"MEHLMAN CONSULTING, INC.",,,CPI,1,semiconductor,Advanced Micro Devices,https://lda.gov/filings/public/filing/fba76e89-5258-4b15-b62a-1c6f2fe6b3b9/print/,lda_rules_v0
